"Konto";"Kontobezeichnung";"Datum";"Belegnummer";"Text";"Gegenkonto";"Soll";"Haben";"Steuer";"Steuerkonto"
"1201";"Bank";"02.01.2026";"281201012026_2";"Zahlungseing.: SLR1119DAE86XQAF1NOAVWRRFP8XML EREF: SLR1119DAE86XQAF1NOAVWRRFP8XML";"10001";"1.580,73";"0,00";"0,00";""
"1201";"Bank";"02.01.2026";"28122025010120261";"Zahlungseing.: SLR1176EVF964TV2YDRHN4HVQ0G322 EREF: SLR1176EVF964TV2YDRHN4HVQ0G322";"10074";"2.581,98";"0,00";"0,00";""
"1201";"Bank";"02.01.2026";"28122025010120262";"Zahlungsausg.: SLR1176EVF964TV2YDRHN4HVQ0G322 EREF: SLR1176EVF964TV2YDRHN4HVQ0G322";"70012";"0,00";"261,15";"0,00";""
"1201";"Bank";"02.01.2026";"281220250101261";"Zahlungseing.: SLR1129ABTV857R5SF0XOCUL48GX6K EREF: SLR1129ABTV857R5SF0XOCUL48GX6K";"10074";"568,02";"0,00";"0,00";""
"1201";"Bank";"02.01.2026";"281220250101262";"Zahlungsausg.: SLR1129ABTV857R5SF0XOCUL48GX6K EREF: SLR1129ABTV857R5SF0XOCUL48GX6K";"70012";"0,00";"57,42";"0,00";""
"1201";"Bank";"02.01.2026";"281225010120261";"Zahlungseing.: DASQ7EJTBCOPELE0000000026222123862 EREF: DASQ7EJTBCOPELE";"10074";"680,97";"0,00";"0,00";""
"1201";"Bank";"02.01.2026";"281225010120262";"Zahlungsausg.: DASQ7EJTBCOPELE0000000026222123862 EREF: DASQ7EJTBCOPELE";"70012";"0,00";"287,93";"0,00";""
"1201";"Bank";"02.01.2026";"2812250101261";"Zahlungseing.: SLR117EPK0ZX5YY15JE08J0DVLJQFQ EREF: SLR117EPK0ZX5YY15JE08J0DVLJQFQ";"10074";"6.065,95";"0,00";"0,00";""
"1201";"Bank";"02.01.2026";"2812250101262";"Zahlungsausg.: SLR117EPK0ZX5YY15JE08J0DVLJQFQ EREF: SLR117EPK0ZX5YY15JE08J0DVLJQFQ";"70012";"0,00";"711,81";"0,00";""
"1201";"Bank";"02.01.2026";"";"33EWAR SecureGo plus IBAN: DE50120700700294463729 BIC: DEUTDEFFVAC";"3200";"0,00";"100,15";"0,00";""
"1201";"Bank";"02.01.2026";"";"70750361501 Leben / Flachs, Niklas / 7.22 Folgeb. 01.01 EREF: 498002870782 MREF: MS0000028789515 CRED: DE3600200000136091 IBAN: DE96500604000008012255 BIC: GENODEFFXXX";"4360";"0,00";"7,22";"19,00";"1576"
"1201";"Bank";"02.01.2026";"";"70750498817 Leben / Witeczek, Julian / 4.09 Folgeb. 01.01 EREF: 498002870841 MREF: MS0000028964056 CRED: DE3600200000136091 IBAN: DE96500604000008012255 BIC: GENODEFFXXX";"4360";"0,00";"4,09";"19,00";"1576"
"1201";"Bank";"02.01.2026";"";"Am Ideck 30 Lagerhalle / DA-2  IBAN: DE59342700940310046800 BIC: DEUTDEDW342";"4210";"0,00";"2.653,70";"19,00";"1576"
"1201";"Bank";"02.01.2026";"";"canon sx210 SecureGo plus IBAN: DE19500105175414485436 BIC: INGDDEFFXXX";"3200";"0,00";"82,00";"0,00";""
"1201";"Bank";"02.01.2026";"";"canon sx50 SecureGo plus IBAN: DE92500105175411154403 BIC: INGDDEFFXXX";"3200";"0,00";"125,00";"0,00";""
"1201";"Bank";"02.01.2026";"";"Factuur 2025-35409 payment 2/2 SecureGo plus IBAN: NL22INGB0102059047 BIC: INGBNL2AXXX";"3200";"0,00";"8.150,00";"0,00";""
"1201";"Bank";"02.01.2026";"";"Gehalt Dezember 25 SecureGo plus IBAN: DE60334500001032548982 BIC: WELADED1VEL";"1740";"0,00";"78,00";"0,00";""
"1201";"Bank";"02.01.2026";"";"INSTANT TRANSFER EREF: 25123109517261418";"1360";"10.000,00";"0,00";"0,00";""
"1201";"Bank";"02.01.2026";"";"INSTANT TRANSFER EREF: 25123114185460097";"1360";"1.000,00";"0,00";"0,00";""
"1201";"Bank";"02.01.2026";"";"INSTANT TRANSFER EREF: 25123114517276028";"1360";"2.500,00";"0,00";"0,00";""
"1201";"Bank";"02.01.2026";"";"Julian Witeczek";"1800";"0,00";"1,00";"0,00";""
"1201";"Bank";"02.01.2026";"";"Julian Witeczek";"1800";"0,00";"11,53";"0,00";""
"1201";"Bank";"02.01.2026";"";"Julian Witeczek";"1800";"0,00";"18,97";"0,00";""
"1201";"Bank";"02.01.2026";"";"Julian Witeczek";"1800";"0,00";"23,60";"0,00";""
"1201";"Bank";"02.01.2026";"";"Julian Witeczek";"1800";"0,00";"30,72";"0,00";""
"1201";"Bank";"02.01.2026";"";"Julian Witeczek";"1800";"0,00";"94,27";"0,00";""
"1201";"Bank";"02.01.2026";"";"Julian Witeczek";"1800";"0,00";"203,85";"0,00";""
"1201";"Bank";"02.01.2026";"";"Julian Witeczek";"1800";"0,00";"275,00";"0,00";""
"1201";"Bank";"02.01.2026";"";"Julian Witeczek";"1800";"0,00";"4.500,00";"0,00";""
"1201";"Bank";"02.01.2026";"";"nintendo switch lite SecureGo plus IBAN: DE81100777770850786500 BIC: NORSDE51XXX";"3200";"0,00";"80,00";"0,00";""
"1201";"Bank";"02.01.2026";"";"ps4 + 2 controller SecureGo plus IBAN: DE09120300001016783944 BIC: BYLADEM1001";"3200";"0,00";"110,00";"0,00";""
"1201";"Bank";"02.01.2026";"";"ps4 + 3 controller SecureGo plus IBAN: DE16330400010409575800 BIC: COBADEFFXXX";"3200";"0,00";"105,00";"0,00";""
"1201";"Bank";"02.01.2026";"";"ps4 pro + 2 controller SecureGo plus IBAN: DE11500105175448980817 BIC: INGDDEFFXXX";"3200";"0,00";"130,00";"0,00";""
"1201";"Bank";"02.01.2026";"";"ps4 pro + controller SecureGo plus IBAN: DE40550912000022878905 BIC: GENODE61AZY";"3200";"0,00";"110,00";"0,00";""
"1201";"Bank";"02.01.2026";"";"RE-1023 SecureGo plus IBAN: DE75100110012625149816 BIC: NTSBDEB1XXX";"3200";"0,00";"1.680,00";"0,00";""
"1201";"Bank";"02.01.2026";"";"Rechnung 31.12.2025 SecureGo plus IBAN: DE48120300001063854432 BIC: BYLADEM1001";"3200";"0,00";"285,00";"0,00";""
"1201";"Bank";"02.01.2026";"";"SecureGo plus IBAN: DE11120700883012601138 BIC: DEUTDEDBPAL";"1360";"0,00";"1.800,00";"0,00";""
"1201";"Bank";"02.01.2026";"";"SecureGo plus IBAN: DE11120700883012601138 BIC: DEUTDEDBPAL";"1360";"0,00";"2.500,00";"0,00";""
"1201";"Bank";"02.01.2026";"";"SecureGo plus IBAN: DE11120700883012601138 BIC: DEUTDEDBPAL";"1360";"0,00";"4.000,00";"0,00";""
"1201";"Bank";"02.01.2026";"";"SecureGo plus IBAN: DE11120700883012601138 BIC: DEUTDEDBPAL";"1360";"0,00";"4.800,00";"0,00";""
"1201";"Bank";"02.01.2026";"";"SHELL 1887/ Haan/DE 30.12.2025 um 18:40:26 Uhr 70011415/841889/ECTL/NPIN 37062600/4041097014/1/1227 REF 792852/260046";"4530";"0,00";"68,67";"19,00";"1576"
"1201";"Bank";"02.01.2026";"";"sony dsc hx350 SecureGo plus IBAN: DE70630913000100627005 BIC: GENODES1LAI";"3200";"0,00";"180,00";"0,00";""
"1201";"Bank";"02.01.2026";"";"sony dsc hx50 SecureGo plus IBAN: DE54620500000001834299 BIC: HEISDE66XXX";"3200";"0,00";"127,00";"0,00";""
"1201";"Bank";"02.01.2026";"";"UM-20260102 Kleinanzeigen Xbox One X 1TB Controller inkl. Versand SecureGo plus IBAN: DE74100110012991862311 BIC: NTSBDEB1XXX";"3200";"0,00";"120,00";"0,00";""
"1201";"Bank";"02.01.2026";"";"XA43QTDAZLOHKQUY8IFSDX5BXB, Vinted, payfxbjnaib45zyjkzkl5b4dr5rzm SecureGo plus IBAN: DE61100103009269215519 BIC: KLRNDEBEXXX";"3200";"0,00";"103,85";"0,00";""
"1201";"Bank";"02.01.2026";"";"XA480T1V06DFZUMBGOVGNMNLXB, eBay, G16-7755731734368043979, LXJKW4BJBX9HCQ25 SecureGo plus IBAN: DE61100103009269215519 BIC: KLRNDEBEXXX";"3200";"0,00";"82,69";"0,00";""
"1201";"Bank";"02.01.2026";"";"XA4GBHLLGYTPXW02KNN1WV0YXB, Vinted, payivcngsyb2hoidpgvoceoyarpim SecureGo plus IBAN: DE61100103009269215519 BIC: KLRNDEBEXXX";"3200";"0,00";"110,99";"0,00";""
"1201";"Bank";"02.01.2026";"";"XA4IHWSTJ4PMYBI0RVKC5KDEXB, Vinted, payzjtj5dabavuy7kkba4e3vdbjyu SecureGo plus IBAN: DE61100103009269215519 BIC: KLRNDEBEXXX";"3200";"0,00";"66,14";"0,00";""
"1201";"Bank";"02.01.2026";"";"XA4L2O19MPCU9XDBSSD79R7PXB, Vinted, payxvkpz6ab2igyjld67fszoz6bdq SecureGo plus IBAN: DE61100103009269215519 BIC: KLRNDEBEXXX";"3200";"0,00";"93,35";"0,00";""
"1201";"Bank";"02.01.2026";"";"XA4RE3MJP4U8B822GZ65LQRAXB, Vinted, payskcp5bibix4yrdk3vdcdbzkwnu SecureGo plus IBAN: DE61100103009269215519 BIC: KLRNDEBEXXX";"3200";"0,00";"97,30";"0,00";""
"1201";"Bank";"02.01.2026";"";"XA4RVN6HYDOLNQE7GD1LVUQUXB, Vinted, pay22dcndibhzkipf4q53czb7p2am SecureGo plus IBAN: DE61100103009269215519 BIC: KLRNDEBEXXX";"3200";"0,00";"60,89";"0,00";""
"1201";"Bank";"02.01.2026";"";"XA4T1MIU6YUQWFT2FEQ5SPIGXB, Vinted, payw5ud3fybclpivdiatxay25f37u SecureGo plus IBAN: DE61100103009269215519 BIC: KLRNDEBEXXX";"3200";"0,00";"131,64";"0,00";""
"1201";"Bank";"02.01.2026";"";"XA5H66YP452GOXCMBQYCYFF0XB, eBay, G03-605424952477893183, Z4V7JX5Z5G8FBJ35 SecureGo plus IBAN: DE61100103009269215519 BIC: KLRNDEBEXXX";"3200";"0,00";"116,99";"0,00";""
"1201";"Bank";"02.01.2026";"";"XA5HG9UI9ZRQZB7WMB7KM9FQXB, eBay, G22-2502119807224465684, XQFPZRT7KFH34769 SecureGo plus IBAN: DE61100103009269215519 BIC: KLRNDEBEXXX";"3200";"0,00";"106,19";"0,00";""
"1201";"Bank";"02.01.2026";"";"XA5I8WXPA0XQOULBNV7V164GXB, Vinted, payehne5kabjefi3pk33dzo4pjf4a SecureGo plus IBAN: DE61100103009269215519 BIC: KLRNDEBEXXX";"3200";"0,00";"49,65";"0,00";""
"1201";"Bank";"02.01.2026";"";"XA5IYU6TG0CKJMISBILOVXDBXB, Vinted, paywrmarmib645irm3ftevzgpk4lm SecureGo plus IBAN: DE61100103009269215519 BIC: KLRNDEBEXXX";"3200";"0,00";"96,90";"0,00";""
"1201";"Bank";"02.01.2026";"";"XA5J7WLNTPAYSIAYKGCYF4S9XB, Vinted, payoa4g3aib3p7yvfytuotmhiz7oy SecureGo plus IBAN: DE61100103009269215519 BIC: KLRNDEBEXXX";"3200";"0,00";"144,15";"0,00";""
"1201";"Bank";"02.01.2026";"";"XA5MMT17CX45V9ZV41JDMPTRXB, Vinted, payjuk6rcqbfmmybfpz55ceu6uvte SecureGo plus IBAN: DE61100103009269215519 BIC: KLRNDEBEXXX";"3200";"0,00";"91,65";"0,00";""
"1201";"Bank";"02.01.2026";"";"XA5OZZUKQFPVE2PLQ13OXAKEXB, Vinted, payhz3z55abj2xynfkekgyclm6aqy SecureGo plus IBAN: DE61100103009269215519 BIC: KLRNDEBEXXX";"3200";"0,00";"137,75";"0,00";""
"1201";"Bank";"02.01.2026";"";"XA5PW34ZWCCU6HDJBJ5PVHHYXB, eBay, G08-5994888931071183495, JMGD5Z355PVHDKB9 SecureGo plus IBAN: DE61100103009269215519 BIC: KLRNDEBEXXX";"3200";"0,00";"151,19";"0,00";""
"1201";"Bank";"02.01.2026";"";"XA5SB6HOFK1GTK3RBJSRZHMBXB, Vinted, payer45byqbvr7ydbncsjjusup63y SecureGo plus IBAN: DE61100103009269215519 BIC: KLRNDEBEXXX";"3200";"0,00";"94,89";"0,00";""
"1201";"Bank";"02.01.2026";"";"XA5TEMBA5AEE7QDXXGXE1PUZXB, Vinted, paylw4o5nybhycijnj2q6dvzaigym SecureGo plus IBAN: DE61100103009269215519 BIC: KLRNDEBEXXX";"3200";"0,00";"91,65";"0,00";""
"1201";"Bank";"02.01.2026";"";"XA5UR51MCGDXYUBZ2J4TS8DQXB, Vinted, payivdbrkybesjybor4dkd4khpvb4 SecureGo plus IBAN: DE61100103009269215519 BIC: KLRNDEBEXXX";"3200";"0,00";"106,25";"0,00";""
"1201";"Bank";"05.01.2026";"U6719443";"Zahlungsausg.: RNr: U6719443, Rechtliche Pflege von Rechtstexten im Starter-Paket 01.01.2026-31.01.2026 EREF: 6719443 MREF: M-174433 CRED: DE16ZZZ00000376623 IBAN: DE44700400410229113600 BIC: COBADEFF";"70002";"0,00";"11,78";"0,00";""
"1201";"Bank";"05.01.2026";"U6725225";"Zahlungsausg.: RNr: U6725225, Rechtliche Pflege von Rechtstexten im Premium-Paket 01.01.2026-31.01.2026 EREF: 6725225 MREF: M-174433 CRED: DE16ZZZ00000376623 IBAN: DE44700400410229113600 BIC: COBADEFF";"70002";"0,00";"29,63";"0,00";""
"1201";"Bank";"05.01.2026";"U6727045";"Zahlungsausg.: RNr: U6727045, Rechtlicher Support bei Kontosperrungen 01.01.2026-31.01.2026 EREF: 6727045 MREF: M-174433 CRED: DE16ZZZ00000376623 IBAN: DE44700400410229113600 BIC: COBADEFF";"70002";"0,00";"11,78";"0,00";""
"1201";"Bank";"05.01.2026";"U6750727";"Zahlungsausg.: RNr: U6750727, Rechtliche Pflege von Rechtstexten im Starter-Paket 01.01.2026-31.01.2026 EREF: 6750727 MREF: M-174433 CRED: DE16ZZZ00000376623 IBAN: DE44700400410229113600 BIC: COBADEFF";"70002";"0,00";"11,78";"0,00";""
"1201";"Bank";"05.01.2026";"";"Collana Bar e Caffe/Zurich/CH/3 01.01.2026 / 12:19 OrtszeitCICC/FPIN Zahlung 49,50 CHF 1 EUR   0,92992 CHF Entgelt Karte 0,75 EUR 32569899 37062600/4041097014/0/1227 REF 423238";"4650";"0,00";"37,79";"0,00";""
"1201";"Bank";"05.01.2026";"";"Collana Bar e Caffe/Zurich/CH/3 01.01.2026 / 12:19 OrtszeitCICC/FPIN Zahlung 49,50 CHF 1 EUR   0,92992 CHF Entgelt Karte 0,75 EUR 32569899 37062600/4041097014/0/1227 REF 423238";"4654";"0,00";"16,19";"0,00";""
"1201";"Bank";"05.01.2026";"";"Julian Witeczek";"1800";"0,00";"13,76";"0,00";""
"1201";"Bank";"05.01.2026";"";"Julian Witeczek";"1800";"0,00";"15,21";"0,00";""
"1201";"Bank";"05.01.2026";"";"REF-2BC68EFC83D4730ECF EREF: D-004NHNH54QY3 MREF: YYMEHQ5 CRED: DE5647000002197951 IBAN: FR7617118820080000001077102 BIC: GOAAFRP1";"630";"0,00";"2.454,80";"0,00";""
"1201";"Bank";"05.01.2026";"";"REF-2BC68EFC83D4730ECF EREF: D-004NHNH54QY3 MREF: YYMEHQ5 CRED: DE5647000002197951 IBAN: FR7617118820080000001077102 BIC: GOAAFRP1";"2120";"0,00";"478,68";"0,00";""
"1201";"Bank";"05.01.2026";"010104012026_1";"Zahlungsausg.: SLR114VRSDAAK0UPXZ6EPHZ77UBJUD EREF: SLR114VRSDAAK0UPXZ6EPHZ77UBJUD";"70002";"0,00";"101,79";"0,00";""
"1201";"Bank";"05.01.2026";"010104012026_1";"Zahlungsausg.: SLR1162GIS17WZCA210KUWBTQU589V EREF: SLR1162GIS17WZCA210KUWBTQU589V";"70002";"0,00";"91,63";"0,00";""
"1201";"Bank";"05.01.2026";"010104012026_2";"Zahlungseing.: SLR114VRSDAAK0UPXZ6EPHZ77UBJUD EREF: SLR114VRSDAAK0UPXZ6EPHZ77UBJUD";"10001";"1.089,12";"0,00";"0,00";""
"1201";"Bank";"05.01.2026";"010104012026_2";"Zahlungseing.: SLR1162GIS17WZCA210KUWBTQU589V EREF: SLR1162GIS17WZCA210KUWBTQU589V";"10001";"719,55";"0,00";"0,00";""
"1201";"Bank";"05.01.2026";"Verrechnung WWGoodsCommerce";"Zahlungsausg.: Tilgung abzgl. Reisekosten abzgl. BodyLeasing abzgl. Materialeinkauf EREF: MOB.005.EE.POS00034340";"70002";"0,00";"495,76";"0,00";""
"1201";"Bank";"05.01.2026";"Verrechnung WWGoodsCommerce";"Zahlungsausg.: Tilgung abzgl. Reisekosten abzgl. BodyLeasing abzgl. Materialeinkauf EREF: MOB.005.EE.POS00034340";"70002";"0,00";"511,88";"0,00";""
"1201";"Bank";"05.01.2026";"Verrechnung WWGoodsCommerce";"Zahlungsausg.: Tilgung abzgl. Reisekosten abzgl. BodyLeasing abzgl. Materialeinkauf EREF: MOB.005.EE.POS00034340";"70002";"0,00";"549,57";"0,00";""
"1201";"Bank";"05.01.2026";"Verrechnung WWGoodsCommerce";"Zahlungseing.: Tilgung abzgl. Reisekosten abzgl. BodyLeasing abzgl. Materialeinkauf EREF: MOB.005.EE.POS00034340";"10001";"2.343,75";"0,00";"0,00";""
"1201";"Bank";"05.01.2026";"Verrechnung WW GoodsCommerce";"Zahlungseing.: Tilgung abzgl. Reisekosten abzgl. BodyLeasing abzgl. Materialeinkauf EREF: MOB.005.EE.POS00034340";"10001";"303,45";"0,00";"0,00";""
"1201";"Bank";"05.01.2026";"";"canon eos 1000d + 2 objektive SecureGo plus IBAN: DE76120300001064408865 BIC: BYLADEM1001";"3200";"0,00";"125,00";"0,00";""
"1201";"Bank";"05.01.2026";"";"Geldtransit";"1360";"750,00";"0,00";"0,00";""
"1201";"Bank";"05.01.2026";"";"gopro hero 10 SecureGo plus IBAN: DE09612901200056320000 BIC: GENODES1NUE";"3200";"0,00";"150,00";"0,00";""
"1201";"Bank";"05.01.2026";"";"Julian Witeczek";"1800";"0,00";"6,28";"0,00";""
"1201";"Bank";"05.01.2026";"";"Julian Witeczek";"1800";"0,00";"8,77";"0,00";""
"1201";"Bank";"05.01.2026";"";"Julian Witeczek";"1800";"0,00";"28,99";"0,00";""
"1201";"Bank";"05.01.2026";"";"Julian Witeczek";"1800";"0,00";"2.700,00";"0,00";""
"1201";"Bank";"05.01.2026";"";"nikon coolpix b500 SecureGo plus IBAN: DE49441600146377364100 BIC: GENODEM1DOR";"3200";"0,00";"137,00";"0,00";""
"1201";"Bank";"05.01.2026";"";"nikon d3300 SecureGo plus IBAN: DE74670400310710089400 BIC: COBADEFFXXX";"3200";"0,00";"150,00";"0,00";""
"1201";"Bank";"05.01.2026";"";"nintendo switch lite SecureGo plus IBAN: DE23222500200090492521 BIC: NOLADE21WHO";"3200";"0,00";"96,19";"0,00";""
"1201";"Bank";"05.01.2026";"";"nintendo switch oled SecureGo plus IBAN: DE08426501501000237816 BIC: WELADED1REK";"3200";"0,00";"170,00";"0,00";""
"1201";"Bank";"05.01.2026";"";"Privatentnahmen - Julian Witeczek";"1800";"0,00";"20,52";"0,00";""
"1201";"Bank";"05.01.2026";"";"Privatentnahmen - Julian Witeczek";"1800";"0,00";"80,09";"0,00";""
"1201";"Bank";"05.01.2026";"";"ps4 slim + controller + 2 spiele SecureGo plus IBAN: DE93150517320040060435 BIC: NOLADE21MST";"3200";"0,00";"90,00";"0,00";""
"1201";"Bank";"05.01.2026";"";"QVMWR5 SecureGo plus IBAN: DE50120700700294463729 BIC: DEUTDEFFVAC";"3200";"0,00";"156,13";"0,00";""
"1201";"Bank";"05.01.2026";"";"Rücklagen / DA-5  IBAN: DE34370626004041097022 BIC: GENODED1PAF";"1360";"0,00";"750,00";"0,00";""
"1201";"Bank";"05.01.2026";"";"SHELL 0870/ Haan/DE 03.01.2026 um 15:08:46 Uhr 70015067/797585/ECTL/NPIN 37062600/4041097014/0/1227 REF 544594/260046";"4530";"0,00";"103,12";"19,00";"1576"
"1201";"Bank";"05.01.2026";"";"XA49RLLKAMYHKADAHXGNH8M2XB, Vinted, payw2oybkqb3bmyrhtbrhxn56bpvy SecureGo plus IBAN: DE61100103009269215519 BIC: KLRNDEBEXXX";"3200";"0,00";"131,64";"0,00";""
"1201";"Bank";"05.01.2026";"";"XA4ECHFPCTIMMVQOMDX0AL6VXB, Vinted, paysmdmcdqbljwyrgwbmow4fpddpi SecureGo plus IBAN: DE61100103009269215519 BIC: KLRNDEBEXXX";"3200";"0,00";"181,64";"0,00";""
"1201";"Bank";"05.01.2026";"";"XA4NITTJZZFSDIPNHXU2F4LOXB, Vinted, pay2wode5ab7j2yrc3wr62amvcl2q SecureGo plus IBAN: DE61100103009269215519 BIC: KLRNDEBEXXX";"3200";"0,00";"87,14";"0,00";""
"1201";"Bank";"05.01.2026";"";"XA4US4QCKSEAHSI2OWSQM33CXB, Vinted, payu64ug6qbw5qyvljx2omgpoia4i SecureGo plus IBAN: DE61100103009269215519 BIC: KLRNDEBEXXX";"3200";"0,00";"106,25";"0,00";""
"1201";"Bank";"05.01.2026";"";"XA4ZANHTNFQDOKFFKEAE6XOAXB, Vinted, pay3jvx2zybjjey7iavitenpynq4q SecureGo plus IBAN: DE61100103009269215519 BIC: KLRNDEBEXXX";"3200";"0,00";"60,89";"0,00";""
"1201";"Bank";"05.01.2026";"";"XA4ZYW0CYAOWAYYOEMRFLIODXB, Vinted, pay6qbrccybkq5i3eyvbhz44mnil4 SecureGo plus IBAN: DE61100103009269215519 BIC: KLRNDEBEXXX";"3200";"0,00";"88,30";"0,00";""
"1201";"Bank";"05.01.2026";"";"XA56BLFKFHWWGXNAB1R8YYMLXB, Vinted, payqevsguabupgypjtwi3p7qibniu SecureGo plus IBAN: DE61100103009269215519 BIC: KLRNDEBEXXX";"3200";"0,00";"135,89";"0,00";""
"1201";"Bank";"05.01.2026";"";"xbox one s 1tb + 2 controller + 6 spiele SecureGo plus IBAN: DE71120300001204814709 BIC: BYLADEM1001";"3200";"0,00";"127,00";"0,00";""
"1201";"Bank";"06.01.2026";"1008845189";"Zahlungsausg.: /OBO/ DHL PAKET GMBH/DEBI 6371266059/ZBNR 2800136241RG 1008845189 VOM 31.12.2025/DHLPAKET/VFTN 0101BETRAG 1.357,55 EREF: 2600064186 MREF: EED0001000000000353376 CRED: DE65ZZZ00000210259 IBAN: DE84700202700015179032 BIC: HYVEDEMMXXX ABWA: DH";"70002";"0,00";"1.357,55";"0,00";""
"1201";"Bank";"06.01.2026";"1008845190";"Zahlungsausg.: /OBO/ DHL PAKET GMBH/DEBI 6371266059/ZBNR 2800136243RG 1008845190 VOM 31.12.2025/Warenpost/VFTN 6201BETRAG 252,65 EU EREF: 2600064162 MREF: EED0001000000000353376 CRED: DE65ZZZ00000210259 IBAN: DE84700202700015179032 BIC: HYVEDEMMXXX ABWA:";"70002";"0,00";"252,65";"0,00";""
"1201";"Bank";"06.01.2026";"1008845191";"Zahlungsausg.: /OBO/ DHL PAKET GMBH/DEBI 6371266059/ZBNR 2800136242RG 1008845191 VOM 31.12.2025/DHLRETOURE/VFTN 0701BETRAG 31,18 E EREF: 2600064130 MREF: EED0001000000000353376 CRED: DE65ZZZ00000210259 IBAN: DE84700202700015179032 BIC: HYVEDEMMXXX ABWA: D";"70002";"0,00";"31,18";"0,00";""
"1201";"Bank";"06.01.2026";"1526292954";"Zahlungsausg.: KD6371266059 2800076962 REF1526292954 RE1526292954 DAT31.12.2025 WARENPOST INT RC WD 1-499(6 Warenpost International EREF: 2600185602 MREF: POSTAG1000000000891959 CRED: DE65ZZZ00000210259 IBAN: DE84700202700015179032 BIC: HYVEDEMMXXX ABWA:";"70003";"0,00";"103,59";"0,00";""
"1201";"Bank";"06.01.2026";"1567132417";"Zahlungsausg.: Deutsche Post AG KD6371266059 2800076961 VFTN5302 RE1567132417DAT31.12.2025 DHL RETOURE INT. A(5302VT DHL RETOURE Internatio EREF: 2600185610 MREF: POSTAG1000000000891959 CRED: DE65ZZZ00000210259 IBAN: DE84700202700015179032 BIC: HYVEDEMMXX";"70003";"0,00";"46,81";"0,00";""
"1201";"Bank";"06.01.2026";"";"Deutsche <em>Post</em> AG KD6371266059 2800076960 VFTN5301 RE1567132418DAT31.12.2025 DHL PAKET INTERNATIONAL (53 DHL PAKET Internationa EREF: 2600185626 MREF: <em>POSTAG</em><em>1000000000891959</em> CRED: DE65ZZZ000002";"4910";"0,00";"3.352,68";"19,00";"1576"
"1201";"Bank";"06.01.2026";"1767690664827778095";"Zahlungsausg.: Refurbed Marketplace GmbH, Jakov-Lind-Strae 7, 3rd Floor, Wien, AT, 1020, AUSTRIA EREF: 1011397542 ABWA: Refurbed Marketplace GmbH";"70013";"0,00";"387,24";"0,00";""
"1201";"Bank";"06.01.2026";"1767690664827778095";"Zahlungseing.: Refurbed Marketplace GmbH, Jakov-Lind-Strae 7, 3rd Floor, Wien, AT, 1020, AUSTRIA EREF: 1011397542 ABWA: Refurbed Marketplace GmbH";"10082";"2.836,65";"0,00";"0,00";""
"1201";"Bank";"06.01.2026";"";"1047341193103/. eBay S.a r.l., Ihr Einkauf bei eBay S.a r.l., Artikel- EREF: 1047341193103 MREF: 56722256S5MRA CRED: LU96ZZZ0000000000000000058 IBAN: LU89751000135104200E BIC: PPLXLUL2";"1360";"0,00";"112,69";"0,00";""
"1201";"Bank";"06.01.2026";"";"1047342432953/. eBay S.a r.l., Ihr Einkauf bei eBay S.a r.l., Artikel- EREF: 1047342432953 MREF: 56722256S5MRA CRED: LU96ZZZ0000000000000000058 IBAN: LU89751000135104200E BIC: PPLXLUL2";"1360";"0,00";"161,19";"0,00";""
"1201";"Bank";"06.01.2026";"";"1047357048277/PP.6140.PP/. Apple Services, Ihr Einkauf bei Apple Services EREF: 1047357048277 MREF: 56722256S5MRA CRED: LU96ZZZ0000000000000000058 IBAN: LU89751000135104200E BIC: PPLXLUL2";"1360";"0,00";"5,87";"0,00";""
"1201";"Bank";"06.01.2026";"";"1047387027435/. eBay S.a r.l., Ihr Einkauf bei eBay S.a r.l., Artikel- EREF: 1047387027435 MREF: 56722256S5MRA CRED: LU96ZZZ0000000000000000058 IBAN: LU89751000135104200E BIC: PPLXLUL2";"1360";"0,00";"199,00";"0,00";""
"1201";"Bank";"06.01.2026";"";"1047389967842/. Wolt, Ihr Einkauf bei Wolt EREF: 1047389967842 MREF: 56722256S5MRA CRED: LU96ZZZ0000000000000000058 IBAN: LU89751000135104200E BIC: PPLXLUL2";"1360";"0,00";"6,82";"0,00";""
"1201";"Bank";"06.01.2026";"";"1047392140817/. Uber, Ihr Einkauf bei Uber EREF: 1047392140817 MREF: 56722256S5MRA CRED: LU96ZZZ0000000000000000058 IBAN: LU89751000135104200E BIC: PPLXLUL2";"1360";"0,00";"22,89";"0,00";""
"1201";"Bank";"06.01.2026";"";"1047402035094/PP.6140.PP/. Microsoft Payments, Ihr Einkauf bei Microsoft Payments EREF: 1047402035094 MREF: 56722256S5MRA CRED: LU96ZZZ0000000000000000058 IBAN: LU89751000135104200E BIC: PPLXLUL2";"1360";"0,00";"10,00";"0,00";""
"1201";"Bank";"06.01.2026";"";"1047406354406/. eBay S.a r.l., Ihr Einkauf bei eBay S.a r.l., Artikel- EREF: 1047406354406 MREF: 56722256S5MRA CRED: LU96ZZZ0000000000000000058 IBAN: LU89751000135104200E BIC: PPLXLUL2";"1360";"0,00";"100,00";"0,00";""
